total_transactions,num_deposit,num_borrow,num_repay,num_redeem,num_liquidation,total_usd_deposit,total_usd_borrow,total_usd_repay,wallet,avg_tx_interval,repay_borrow_ratio
83,27,10,9,37,0,114052.61333223483,18506.393879090454,18475.238251379153,0x00f5481262d4845b292ba0c41752de258b3bbeec,35066.134146341465,0.9983164938607244
3,1,1,1,0,0,0.00048093147236687314,0.00012023287039150947,0.00012023287039150947,0x00f57a995e566fa107d36ca5443629c7bee31213,155.0,1.0
2,2,0,0,0,0,50.784923551189365,0.0,0.0,0x00f63722233f5e19010e5daf208472a8f27d304b,522.0,0.0
17,5,3,3,6,0,103.79035118566216,46.101572611501155,45.75170268718471,0x00f656a2953a15ddf8d9d9726b67dd4e61f238b9,29275.0625,0.9924108895966564
3,2,0,0,1,0,17015.523083151023,0.0,0.0,0x00f6c46a5e9b0613ededa94072f065e46bc8176f,1115820.5,0.0
1,1,0,0,0,0,1.3416742115505008e-09,0.0,0.0,0x00f70714e95b8d092546acdc8e52a02d6eedc934,0.0,0.0
3,2,0,0,1,0,759.3044474654307,0.0,0.0,0x00f72bb4bd6c353685bed9077422dbf3d85e80a1,1814069.0,0.0
2,0,0,0,2,0,0.0,0.0,0.0,0x00f731bcd3a8d541a040a7586ff3d03dea48e31f,217204.0,0.0
229,108,45,27,49,0,1485.222315297448,200.66530550116815,47.99857115247246,0x00f777857b95c1d0fe7564ae343d1a00c80b38f1,23441.96052631579,0.23919715983086592
6,4,2,0,0,0,360.14262840061417,67.47314444487995,0.0,0x00f83f560dea6e8317900beabc89be027da154f8,32612.0,0.0
4,2,0,0,2,0,2.670496468963085e-10,0.0,0.0,0x00f863703e78916a4487fcbfbda7a6944fa86538,398026.3333333333,0.0
363,177,101,30,55,0,1769.4339469859115,605.4729857433638,86.45453644222876,0x00f8a06340b52aee151b871a915c06af3c053470,9024.754143646409,0.14278842900990044
1,1,0,0,0,0,0.421998360140687,0.0,0.0,0x00f8b6bf7cf6b0a173e14abc3d687dd03fe16bb0,0.0,0.0
5,1,2,2,0,0,14.931035691624041,3.3809581430048166e-12,3.386014183459008e-12,0x00f8dcbf7f64e30efff649bd9f137af0eb80e4da,10253.75,1.0014954460364
2,2,0,0,0,0,3.196922247352163,0.0,0.0,0x00f8dd0e37d5077fa256fadbaa216d9088a708e6,499077.0,0.0
2,1,1,0,0,0,0.05173900259677931,0.004976319416746329,0.0,0x00f9126faecd227f6cd0ccba36865c9a7c55ff24,0.0,0.0
2,2,0,0,0,0,2.0083346351561664e-12,0.0,0.0,0x00f9a33dfedbc3bddfb6ef4380dacfd9352c4d15,288666.0,0.0
1,1,0,0,0,0,1.0143205260102401,0.0,0.0,0x00fa8021f0c2157ab005dd41b11d49ea30d7893a,0.0,0.0
4,1,0,0,3,0,4.010158751216895e-07,0.0,0.0,0x00fbef9f0f9b0b6421c264a2020f14bca80291ca,858668.3333333334,0.0
19,11,8,0,0,0,29.479444216272995,10.151695382934818,0.0,0x00fc6300b77a8ea902d576eafaa9ba40daa7c415,180048.16666666666,0.0
2,2,0,0,0,0,4.603343137112673,0.0,0.0,0x00fc9abc1ae9d1b71b89fd285cb6c73129f6da72,546026.0,0.0
2,0,0,0,2,0,0.0,0.0,0.0,0x00fcad795d8a753c9064126b78cf0330436da09b,1973871.0,0.0
1,1,0,0,0,0,1.772510298196745e-12,0.0,0.0,0x00fce3e318dfc490be549b266e85af457ee3d65b,0.0,0.0
1,1,0,0,0,0,0.13599341845317622,0.0,0.0,0x00fdcbab290f89f3d03a21b1fa17fdd64bd2f1c8,0.0,0.0
1,1,0,0,0,0,1.1632082650243665,0.0,0.0,0x00fe37d2589cdec3cf55afaf4a482bca6b7b0ae6,0.0,0.0
4,2,2,0,0,0,130.3582333878312,0.3617002507426531,0.0,0x00fea8ef6f337ce6aa8b5bb7086ace94dd0434a7,76.0,0.0
2,1,1,0,0,0,0.022547631646800025,0.004639430380000005,0.0,0x00ff162742cd72f0a726cf90138a832ab5f0d48e,0.0,0.0
2,1,1,0,0,0,0.1136523793834397,0.05682618987412618,0.0,0x00ffb2daca4977f6edb65b21c21184eee6a5a72a,38.0,0.0
70,70,0,0,0,0,0.00025062735333266555,0.0,0.0,0x0100569d3daa2d258f8b21d4ec833ed21d2ff2dd,27795.478260869564,0.0
2,2,0,0,0,0,1.129516629752159,0.0,0.0,0x01017b2d24a37f5c74bc2291eb8743937aad1ff6,681278.0,0.0
2,2,0,0,0,0,0.9896591704237035,0.0,0.0,0x010286f16ec2f351c7575caf45c07d758a184793,525221.0,0.0
3,2,1,0,0,0,2.655667904336427e-10,180.3879346542497,0.0,0x0102b4bf6272eae55dffc8008ba81ac2bab58ca0,301850.5,0.0
1,1,0,0,0,0,0.1645164136123865,0.0,0.0,0x0104712abf87649bc5a0844b490fcf924f76da81,0.0,0.0
15,6,4,2,3,0,258.5184477726833,34.542599982289424,34.421172847487185,0x0104b9e629be9b419a5f0b4974de5e8f2bb06399,23002.0,0.996484713517092
1,0,0,0,1,0,0.0,0.0,0.0,0x0104d7a50c942735fd96ed6ab3423cac7e2db0d7,0.0,0.0
6,2,1,1,2,0,88.64152823482195,3.9978313418810717e-11,3.99115013610696e-11,0x0105c26c5d013bb32223dbb2a4bbd98e9b0c320a,21638.6,0.9983287924870368
1,1,0,0,0,0,0.9976468222967706,0.0,0.0,0x010716be97151c482b999a87477aca6b2d122ed1,0.0,0.0
130,59,28,21,22,0,278622.21193825203,31502.06027547823,31443.709295296892,0x0107aacde8714bd13357fc856d6b93b3f8b543e9,34814.4496124031,0.9981477090808959
11,0,2,6,3,0,0.0,9.464294609102038e-07,1.8928594618354688e-06,0x0107e33b5776e3052fdd624d6246df4f1d8ecddd,105.6,2.000000570581415
73,24,23,14,12,0,32.77852043329878,1.0234078896939796e-09,1.026909688696859e-09,0x01080306fab7721ae1dbff1909df46b92a2c0b8c,25690.75,1.0034217041300382
25,19,1,1,4,0,22133.16833442753,1000.6708653235919,999.611922202629,0x0108678baac8accdcbff80294564f74725330907,188939.375,0.9989417668109879
49,17,14,9,9,0,419816.9260006402,313255.3372076208,264705.71358614846,0x01087080dca984b607e1ebf263330431f979e528,49629.875,0.8450158134439242
1,1,0,0,0,0,1.0261575328924053,0.0,0.0,0x010a078ff877852f0f18b6a910f7964ff18498f4,0.0,0.0
11,8,0,0,3,0,416.42780842006005,0.0,0.0,0x010afb8548a5d1a3a3d62f58ca0a5a1329974206,456571.6,0.0
5,2,1,1,1,0,24.294561500013323,2.503978406054666,2.562769533271243,0x010b19435d2bcae650c41af62440e2de08444026,139000.0,1.023479087149641
9,5,0,0,4,0,409.46808847813924,0.0,0.0,0x010b7eb359ff40fd261ac917003dc21058c32055,50022.5,0.0
69,69,0,0,0,0,0.00024047443225471454,0.0,0.0,0x010c9d0abf2925400c37ee688215d34dd3e1ec08,28202.382352941175,0.0
1,1,0,0,0,0,9.795385150173659e-17,0.0,0.0,0x010cb104dc1ce1cf2010ee993c74aa347271a686,0.0,0.0
92,53,11,6,22,0,14721.684005250356,5521.070700968624,5346.643903873721,0x010d23b534006f4e4f174a7530d7d9e3c131732a,109549.26373626373,0.9684070705589223
17,1,5,8,3,0,0.1193923566459103,3784.2297310824943,7568.3549602265375,0x010da4bb5ed14c387bc92de075b58e2d0cee23b1,249034.8125,1.9999723848852007
2,1,0,0,1,0,3.307026154413869,0.0,0.0,0x010da5ff62b6e45f89fa7b2d8ced5a8b5754ec1b,3111436.0,0.0
8,1,0,0,7,0,1019.986253213552,0.0,0.0,0x010e0d20b256620b6ab77729c8152112e0b78561,190051.42857142858,0.0
3,2,1,0,0,0,1.1365237938364152,0.2273047587668794,0.0,0x010e3a3a9aaf3d8ee76b26d154f8c16c970f477e,326.0,0.0
1,1,0,0,0,0,1.1104285128015464e-12,0.0,0.0,0x010e86d5c98a9bf2d232a3a73ea289a79b545b16,0.0,0.0
1,1,0,0,0,0,0.1424539811980101,0.0,0.0,0x010e891bf7045dd54a0a70b96a77c7b4cfc24640,0.0,0.0
16,4,3,4,5,0,1.093181682627797e-09,1.5744100155468612e-09,2.2252493580865422e-09,0x010e92ac8b581c760a4f3c877a4558e8cc278c70,22720.0,1.4133861802915526
4,1,1,1,1,0,7371.382140679513,2236.7168056529395,2236.7168056529395,0x010eefc75fce6c266573960812b987fa22b6c64e,26.0,1.0
10,3,5,2,0,0,13601.671410106053,49.155974957991766,48.504624888084635,0x010f6b049a5e8e963060b283486795630e5d83e2,728019.6666666666,0.9867493204953464
2,1,1,0,0,0,237.1052405319644,2.2440321322935e-11,0.0,0x010f995c1f0784b39865fb0dbeaf98311f3cc52c,54002.0,0.0
30,11,5,5,9,0,676.4226044139297,594.1914571333928,592.0497905033383,0x01102f208a263a1b3844a1bfac5444cbfe7d052f,58927.55172413793,0.9963956623671658
1,1,0,0,0,0,1.3103817781696732,0.0,0.0,0x011128170cd4f77f90af9dbb7501b10112efb31e,0.0,0.0
1,1,0,0,0,0,0.19575042290640035,0.0,0.0,0x0111aa45d978c43bdee2b7690e33c65648fc06cb,0.0,0.0
2,1,1,0,0,0,0.011302775100117665,0.0011302775100117666,0.0,0x0111dcc6fc2df10b1145fdcfed2bcf1b1c00de91,200.0,0.0
1,1,0,0,0,0,8.03471402210445e-11,0.0,0.0,0x01139728b71405424f148e82c090f9097ba69e2c,0.0,0.0
1,1,0,0,0,0,1.1076096210594125e-12,0.0,0.0,0x0113983234c06a01834e6c173efab06f04de2122,0.0,0.0
1,1,0,0,0,0,1.0648394218545296e-12,0.0,0.0,0x0113e5d1ca256159d7e7f37fd334ef1f7ee5d39b,0.0,0.0
12,7,2,1,2,0,2140.209620818078,1701.2939619059734,1722.1266466902327,0x0113e5f85ae18da390377823825946fc45582d1f,236047.63636363635,1.0122451999776219
2,1,1,0,0,0,0.13574846236951285,0.013574846236951283,0.0,0x0114572c98f3756064b4be09cf02f05ef7f867a6,14.0,0.0
1,1,0,0,0,0,0.014439976739341687,0.0,0.0,0x0114d2ec12d3c70f90d9a9d827930c66b435c61e,0.0,0.0
2,2,0,0,0,0,344.1175788128008,0.0,0.0,0x01151b41131ed0bc3268dad9be8fab765205bd71,134.0,0.0
50,43,2,2,3,0,6880.0129327953055,5618.461046536502,5737.292361883003,0x0116ed59d76aaaf9ab5ef88807ab33b24df36efd,25538.816326530614,1.0211501538165426
223,95,64,26,38,0,698095.8914168209,148871.15643735338,117678.08854388613,0x0116fdba1f1dc87f91fcafe2fb365ca829cee686,31915.693693693695,0.7904693653226665
43,17,0,0,26,0,49399.377504182805,0.0,0.0,0x01173bd5895acf19c67f6170f15d503d4153cf04,208802.97619047618,0.0
2,2,0,0,0,0,3.2329075746094444,0.0,0.0,0x0118473b89b9b267953921c26760394db9da6ec3,110059.0,0.0
3,3,0,0,0,0,0.9743392868050564,0.0,0.0,0x011a62dc7a6c2969a764ec1acd67081029100d57,104.0,0.0
41,12,11,7,11,0,3019.8093145966122,1465.2882690677761,904.1301104614275,0x011b042a0573972f547b885c86279291b04c6020,101494.8,0.6170322451544908
15,3,3,4,3,2,53.986423392451044,90.49422071911088,22.480289575088996,0x011b552b17d1a78af3be9f5b9fa85b6d66fc7dad,79098.07142857143,0.24841685354545
2,2,0,0,0,0,2.039405320595711,0.0,0.0,0x011b7c26193af783f967621d9be90a8bc6a9abd3,75939.0,0.0
234,66,40,48,80,0,27173.04902329861,2457.5006588062856,2453.721883107785,0x011c3a587254b7312d78f2c8ba5adc41a1ed1357,31798.562231759657,0.998462350077116
1,1,0,0,0,0,1.1052782948834254,0.0,0.0,0x011c8e8496801c553b480c7fb8a34eb729b18537,0.0,0.0
5,5,0,0,0,0,4.560847608552076,0.0,0.0,0x011d826f9ced58896b8046e7afc995f366538cce,169170.5,0.0
2,2,0,0,0,0,6.660225098690415e-11,0.0,0.0,0x011e2c14c24fdac66a77802061d8ea26814e5154,796349.0,0.0
1,1,0,0,0,0,1.0018443326601198e-12,0.0,0.0,0x011e3916f0932f0c0b62261e03b729eeb4e8da85,0.0,0.0
83,17,16,26,23,1,16860.200485704783,12117.168670675854,14760.034497993356,0x011e6bf0b2fccc01f137cfe776e1b1121f31fbaa,86266.21951219512,1.2181091886352435
4,1,1,1,1,0,0.36116195280000035,1.4160786581095508e-13,1.4160786581095508e-13,0x011e835885e78d9f1c92e580dae0e142a33cf25e,25.333333333333332,1.0
1,1,0,0,0,0,0.17794815013710946,0.0,0.0,0x011e8572c0e339b659add9fbf24ba1328cde7ca9,0.0,0.0
4,4,0,0,0,0,52.19041583877926,0.0,0.0,0x01209fa47cd0bf3f6b7d0ecf8598e031f57a7543,115519.66666666667,0.0
5,2,1,1,1,0,130.68688511581746,65.43051289977727,56.9992943518994,0x01212602bb6ef285d7fca99430283ba780fe5950,1218823.0,0.8711424047555255
52,15,14,8,15,0,6433.459285877834,967.825303352431,1039.4723474128402,0x01213e995cd6272ebbb929311b50787296f25600,137003.568627451,1.0740289015096345
313,45,157,85,25,1,658819.3100558973,2779610.745139074,754787.2579166687,0x01214a235c6767040c8fef6bd33519a6c7ad79ae,34009.65064102564,0.27154422943450807
1,1,0,0,0,0,4.9813172264192194e-12,0.0,0.0,0x012186399add91fcdc4504bcd9c44a2169d4b32c,0.0,0.0
2,2,0,0,0,0,1.2499338789889314e-12,0.0,0.0,0x0121a5499577090838ac2d987c2fab300ab13858,1018494.0,0.0
3,3,0,0,0,0,3.527581039175784,0.0,0.0,0x0121ce9b0af57bd51a9e2d2534175a9c4a949975,146496.5,0.0
284,137,37,31,79,0,334052.491806405,964.0691132002005,1.9775599163309996e-07,0x01222a114552e89e4c548170f8c1f4d5460d255a,40160.4593639576,2.0512636379009642e-10
227,145,20,25,37,0,1117814.6930426692,8272.8595772203,8263.342962417764,0x0122a648094d10ea18ae72673aea0334fae4d3a5,27263.632743362832,0.9988496583661663
2,2,0,0,0,0,3.057642962276277e-12,0.0,0.0,0x0122f83912932a2d3631340168795c42b6716290,478268.0,0.0
5,5,0,0,0,0,20.681920556137854,0.0,0.0,0x012430f934bc381d9f59a28ea34363bce170353d,1163292.25,0.0
3,3,0,0,0,0,1.3295086188353893e-12,0.0,0.0,0x0124fd98566fb966d118bfb70650cac960dd6c2c,440943.0,0.0
1,1,0,0,0,0,0.02707426377467628,0.0,0.0,0x01253d735f350afc426335560251171367cd095d,0.0,0.0
9,5,2,1,1,0,463.60536915194103,1.5801154306741098e-10,1.5771116688439605e-10,0x0125c79621229bd96a4fd6c71b7a8d276fd5db97,53372.875,0.9980990237979843
1,1,0,0,0,0,1.1455225603959358,0.0,0.0,0x012668a6f1b462d55bb77bdd4dec5c8e57463e43,0.0,0.0
1,1,0,0,0,0,1.1414195673165513,0.0,0.0,0x01270d19f1b70c3f24efb57d28974b3d664dd7e6,0.0,0.0
8,5,2,0,1,0,61.205054393667574,17.31172724703383,0.0,0x01281a8e31e2ac1bae55a69a7c962f526fa64f00,350249.5714285714,0.0
1,1,0,0,0,0,1.0109641569998684,0.0,0.0,0x012867f22e00f6f4c97def7e159ed9a57617af62,0.0,0.0
1,1,0,0,0,0,1.0616416172034955,0.0,0.0,0x01287cf199456d0a57de078447a560f6449f09ff,0.0,0.0
4,1,1,1,1,0,1395.084798811971,500.7054908924303,500.7054908924303,0x0128883953744d1d302421534757fd6f2d8ba88a,12.666666666666666,1.0
61,19,28,7,7,0,4705.624889843325,1256.2118941627941,1046.0543623825051,0x012916ed48b20433b698cb32b488e52c639a2a66,118180.01666666666,0.8327053479139767
1,1,0,0,0,0,1.1312783096208363,0.0,0.0,0x01299d506f8bbb51eb94f6912c96a0c61ce9d1c1,0.0,0.0
17,11,3,1,2,0,1653.7090398963485,596.6878819694385,9.080654400712101e-11,0x0129ba41a907ac27f7683d291576f2e74362c421,363114.25,1.521843274366547e-13
1,1,0,0,0,0,0.19103124412977643,0.0,0.0,0x0129feef1eadb4e77e2d3de7bc352e3050bb306a,0.0,0.0
1,1,0,0,0,0,1.5655409667347144,0.0,0.0,0x012a5020505f00adb2ba6d4a447951d497a35a7a,0.0,0.0
4,1,1,1,1,0,4091.9550235200045,6.985720059500007e-10,6.985720059500007e-10,0x012c597fca480b9766d52e4c1e5d4c0940982abe,26.0,1.0
36,19,8,6,3,0,964.4524370660306,12.635560678376901,9.422656951136924,0x012ced3e78c1a70e156537e580f6fed3954b2e84,233877.0,0.7457252741670432
2,1,0,0,1,0,1.0010548486833262e-09,0.0,0.0,0x012d85c98a50cc2340e39668b6770e4fcb71342e,1380.0,0.0
1,1,0,0,0,0,270.52137389426633,0.0,0.0,0x012da78f4ff0bb8cf0b017bbc5e9ac19ae5cfaa4,0.0,0.0
7,4,1,0,2,0,5778.459252690378,3231.6752647901126,0.0,0x012e168acb9fdc90a4ed9fd6ca2834d9bf5b579e,628371.5,0.0
4,1,1,1,1,0,5807.668478536949,2300.189266360003,2300.189266360003,0x012f15e260f6275bc8e62be475adb07549765e70,28.0,1.0
1,1,0,0,0,0,1.3631866440129018e-14,0.0,0.0,0x012f638dab4959ebadf779a6e775111893d7d922,0.0,0.0
7,2,1,0,0,4,33.82567501471769,1.1279165583055871e-11,0.0,0x012fefa16a3baad884834385a0988378852d00bc,726619.8333333334,0.0
7,4,0,0,3,0,271.70371685827587,0.0,0.0,0x01301d186d9e2c3a4091ca1ed95c3719b437c7c7,1618788.3333333333,0.0
61,31,28,0,2,0,73271.57169736217,56079.41138431204,0.0,0x01309200a32bb6b968aaf4ba20367d091fc7adbb,105794.75,0.0
13,4,5,4,0,0,7584.928096789063,249.19545332970975,251.4380170809051,0x0130b68a18a612892374e1eefbb0697a291215f1,309607.8333333333,1.008999216162376
5,3,0,0,2,0,3.244070667683098,0.0,0.0,0x0130d50430776e5f0f7517f6bfa9650fc712b879,791981.25,0.0
3,2,1,0,0,0,740.7732730289772,108.86164608810844,0.0,0x01319c79cf53aeb6dfa2bf5ddc8a124527016695,207.0,0.0
2,1,0,0,1,0,1.250596594500003e-09,0.0,0.0,0x0132251adf6116fd0272d23aff8ba0dd9dbbf1d2,64.0,0.0
10,2,3,2,3,0,162.44879142447965,6.56484517756775e-11,6.577047502145596e-11,0x0132749dd84ea8a0b242ff61f97ff40f96035df3,586182.8888888889,1.0018587376012373
22,10,6,6,0,0,11741.8501889428,4.5996490441971954e-07,4.5996490441971954e-07,0x013274aa75bbc3bd7acff906e564edbbb50dce08,96806.52380952382,1.0
1,1,0,0,0,0,0.02186792683498343,0.0,0.0,0x0133982c25a8211e1e62d95760999c4b825025fb,0.0,0.0
14,9,5,0,0,0,95.0245137413466,29.695160544280267,0.0,0x0133a483873163fc5bc916de39abec8baf85657c,529.8461538461538,0.0
13,2,0,0,11,0,1.882214004015159e-12,0.0,0.0,0x0133b67aec5d8a3959840385ff6f5aba4f85f894,656825.75,0.0
2,1,0,0,1,0,1.0364849940202557e-08,0.0,0.0,0x0134600e06c4176fd44a5557d124f5d684e75b28,12.0,0.0
1,1,0,0,0,0,1.1039158183900003e-12,0.0,0.0,0x01351f573a99ff5cc633f4ee580347974ff8b59c,0.0,0.0
65,25,22,12,6,0,16941.254137081258,1.1123217974775827e-08,4.808974259900069e-09,0x0135249c1897454959da69ac1481df6c1d4023a8,143257.15625,0.43233660176447164
1,1,0,0,0,0,1.0799665772662739e-12,0.0,0.0,0x013618ba67d882af8df870d8704e4d317b710dda,0.0,0.0
26,10,7,3,6,0,5034.9170412523745,4045.6944768160038,4017.5116286840425,0x01361dec98b8d86a584afd90a7c7c3ca0d908539,1012.0,0.9930338664243027
7,2,2,2,1,0,927.8363860814128,184.60329566352573,1.9826440111849716e-10,0x0136f37e3373f91e6fc2d2ac76f0d01701754fcd,186061.16666666666,1.0740025003663605e-12
1,1,0,0,0,0,24.76146978854476,0.0,0.0,0x0137973eccabc8f684a7494156d25447ab5747f5,0.0,0.0
1,1,0,0,0,0,1.0295097415441512e-12,0.0,0.0,0x0138ea4b8ed7e678cabb76a207a968269dda63e4,0.0,0.0
2,1,1,0,0,0,0.04268659630452007,0.005012977317500008,0.0,0x01393a2f8cf06fb5335bf03acb0a4ffa958b5f46,0.0,0.0
5,1,1,2,1,0,2.3822322489089304e-09,9.503999766880005,10.942868325525392,0x01397d68308d2a94865ffe0f84d26e94b6df1234,304369.25,1.1513961062646092
1,1,0,0,0,0,0.9966475332244042,0.0,0.0,0x0139ba48945d51628c79f6cd927a2d42107aa8ea,0.0,0.0
48,18,7,4,19,0,2269.1638557002357,488.52161816500103,9.60573154533461e-09,0x013a451f558aa0e0ac50b6199ba0e2f6b710369e,61671.55319148936,1.9662858690708376e-11
55,26,8,8,13,0,89535.94283651623,11838.583635014029,1.4035953486531826e-08,0x013b81ad989b9009f4dab4c804c6007882f9a190,73855.25925925926,1.1856108736706318e-12
105,72,18,14,1,0,367513.48665175884,55171.09662677651,30401.89884757708,0x013bbe7e89333bb26c0959f547adcd77f54ffa80,68880.20192307692,0.5510475721235156
2,2,0,0,0,0,2.8946632157058634,0.0,0.0,0x013bfceb441762268b2894837c8c1e3774ca4efe,139973.0,0.0
25,10,8,3,4,0,44.86089192338802,4.300785449843244e-11,1.0553104295323777e-11,0x013c270b6c893ed986ff69eef37ca5a1c1e59dff,311499.1666666667,0.24537620902964175
9,4,1,1,3,0,218.1176579846747,2.800408564476706e-11,2.800140395771168e-11,0x013c8b849edb8efc9a689854b7bc75f2dd1ccfff,181805.0,0.9999042394352954
1,1,0,0,0,0,0.026584470397483184,0.0,0.0,0x013c8fa48e3f11afb5ab1bcb35f2484b299d7136,0.0,0.0
2,1,1,0,0,0,807.4396940532005,403.71986488224724,0.0,0x013da16ead9075d66102ef98c23432a3af815b20,128.0,0.0
1,1,0,0,0,0,1.020004296550542,0.0,0.0,0x013daec37205c9cb2a3d6bd1f0ca52eccd2bb044,0.0,0.0
22,19,1,1,1,0,2142.7862744695067,1604.779392861775,1597.477239807696,0x013e074822e7776516a0c69dce430ec1fdb26c0d,183812.33333333334,0.9954497464968955
2,1,1,0,0,0,0.11302775100117667,0.04521110040047066,0.0,0x013e0a9ac418ca71de2b3b8ae7b67fbd13f2ab4a,70.0,0.0
1,1,0,0,0,0,418.65020897655387,0.0,0.0,0x013e68b23bc846a8b7792dd238ba9d387efe3392,0.0,0.0
1,1,0,0,0,0,54.013308186155186,0.0,0.0,0x013eeca1e8f5e2ff4de43289cf2e87601bdeb2b3,0.0,0.0
1,1,0,0,0,0,0.0015187748303748497,0.0,0.0,0x013f0bc2b50373e02246a997f4c2cbdc869eea40,0.0,0.0
1,1,0,0,0,0,1.1090375174373456e-12,0.0,0.0,0x0140034d523f45a7690404fd2b5d0b6dc2a1c9fe,0.0,0.0
39,18,6,0,15,0,1.9037315750599482,0.7460853388845006,0.0,0x0140c762c812c087e5b63d1f36022cf349628d45,208818.84210526315,0.0
10,6,1,2,1,0,2225.6042438575487,2.5214920680839733e-10,2.437999390112269e-10,0x0140e9513def4729d7f7b6a5356ce6c84d7ae75b,88015.0,0.96688759047529
1,1,0,0,0,0,0.02507567050071748,0.0,0.0,0x01412c35980761a198995cb985d34fb56e93fe21,0.0,0.0
21,18,0,0,3,0,13731.494383360585,0.0,0.0,0x01417e59b64efc0c8727a31f1fbba7c6536307a3,484599.3,0.0
4,2,0,0,2,0,8682.558497628539,0.0,0.0,0x01418a07f6e69b08735b717cd6c86fdd8a5ce1a2,81952.66666666667,0.0
1,1,0,0,0,0,97.647058852424,0.0,0.0,0x0141a8d6993a6f4106c4f043ef299ba540ae81ef,0.0,0.0
134,23,44,54,13,0,19459.20905655911,13312.195606883262,9721.951700821946,0x0142bfdf3d08eb9cca160c04e9240d7f9631f2b0,30359.60902255639,0.7303041502631671
1,0,0,0,1,0,0.0,0.0,0.0,0x014338c7a0342dfc4f90ba2313a782011c8b85e6,0.0,0.0
28,12,5,4,7,0,540.9222277074658,250.94982561548215,253.12862191513054,0x0143bd780dab8a7302141c3fdb8ebade1fb56f92,214334.4814814815,1.0086821988989418
187,66,54,41,26,0,36647.56276137384,891.8125920286113,2.8652883776080704e-08,0x01445326f7023b6c69eeb0eccbbac6797af3e76c,25381.52688172043,3.212881723379104e-11
293,103,49,55,86,0,7075.446253450569,479.1628403203507,479.6988529549274,0x0144c47df1cc4d52ff115f758918dc42a9db48aa,36824.99657534246,1.0011186439963047
8,3,2,2,1,0,1.4913646017684638e-11,2.0011879464820933e-12,2.0011879464820933e-12,0x014607f2d6477badd9d74bf2c5d6356e29a9b957,334.2857142857143,1.0
15,6,3,2,4,0,6960.5362862470265,3538.9475454243234,2782.4996899128546,0x0146a22337780c55e9d2af2f39139a6174fb828f,18883.14285714286,0.7862506166587531
2,1,1,0,0,0,0.11191814376473717,0.027419945225254705,0.0,0x0146ef29dc977ea95328d9901a3c686e43b70953,86.0,0.0
18,6,3,4,5,0,0.7924338673493697,3.0462124729774027e-09,3.028088819560084e-09,0x01485557c2bc6e26c7187ff4cc38d5d9474405d4,212198.0588235294,0.9940504303038309
1,1,0,0,0,0,9.473175091519645e-13,0.0,0.0,0x01485be0b99f0c1949b6c4f1f70affdc39acb154,0.0,0.0
28,12,3,3,10,0,6447.435454646177,4.780772384981543e-09,4.799208443625581e-09,0x014930c2d8878759763f3ac2a492ff94073fd80f,63750.03703703704,1.0038562929082242
4,3,0,0,1,0,29.804490373075282,0.0,0.0,0x0149cf3e60f83fda5da971cf9006f74ed9fe04a3,747277.0,0.0
2,2,0,0,0,0,2.188441030885173e-12,0.0,0.0,0x0149e057c5cf8e330fa5df824ad3c086ffc1cca9,12690.0,0.0
2,2,0,0,0,0,2.1387759391289036e-12,0.0,0.0,0x014b0094e8c926067eff9bcf7f28608d80cb3694,505437.0,0.0
3,1,0,0,2,0,9.967211066167848e-10,0.0,0.0,0x014b8a67819d904922a2cacb104ae1baca6033a8,223.0,0.0
2,1,1,0,0,0,0.29954623941357433,5.024062583930219e-14,0.0,0x014bcbc7ab0eaa72688b91fc2063c50a0a38342e,32.0,0.0
1,1,0,0,0,0,5.004427408218872e-05,0.0,0.0,0x014cca5a65e31b8eec52bf4210f7ea09bf9c9016,0.0,0.0
1,1,0,0,0,0,1.1072536848753968e-12,0.0,0.0,0x014d3a4e098ea342fffdacfebf63c464ce4a5d15,0.0,0.0
1,0,0,0,1,0,0.0,0.0,0.0,0x014d82ea060ff731f208579c978d546b8f692f9e,0.0,0.0
6,4,2,0,0,0,338.672356334847,74.12241046527507,0.0,0x014d8a9260da47dcf00113bd34482cceac881a9d,58470.2,0.0
1,1,0,0,0,0,61.5712589649178,0.0,0.0,0x014dad29178cd0a6bdf32a908c918706e170f1e0,0.0,0.0
1,1,0,0,0,0,1.1925897750328687,0.0,0.0,0x014e084765a334829a6056eed7dc9df1cc89f08d,0.0,0.0
1,1,0,0,0,0,1.0261575328924053,0.0,0.0,0x014ea07861052dfec9fc3416271d0981a4eb0448,0.0,0.0
1,1,0,0,0,0,1.0174541705676016e-12,0.0,0.0,0x014f18e2c4cfda68eb2992c1820cf32fe7a6326e,0.0,0.0
1,0,0,0,1,0,0.0,0.0,0.0,0x014f65b7b97d2014c8a4f1dcb693d4a4fedf87cd,0.0,0.0
1,1,0,0,0,0,0.16116562195025896,0.0,0.0,0x014faf79e95bddd971d309baf891fc064e86f4ba,0.0,0.0
1,1,0,0,0,0,9.770896931992204e-17,0.0,0.0,0x0150947ebaa7c4f68efb2d1cd68af3cfa6424a0e,0.0,0.0
1,1,0,0,0,0,0.14720575963072308,0.0,0.0,0x0151fec7c3cb6b151cb9b34bf5cbaa685fae769c,0.0,0.0
1,1,0,0,0,0,1.0155470126415375e-12,0.0,0.0,0x01520618c0509a2b2b54ff1319fa4c6d8a8e3581,0.0,0.0
