total_transactions,num_deposit,num_borrow,num_repay,num_redeem,num_liquidation,total_usd_deposit,total_usd_borrow,total_usd_repay,wallet,avg_tx_interval,repay_borrow_ratio
22,9,4,2,7,0,61.7559623856032,4.532453916030476,3.104853981284641,0x02fafec4c577431e5229f01df088cb699a7cc691,91566.42857142857,0.6850271483849687
1,1,0,0,0,0,1.0328745230185714e-12,0.0,0.0,0x02fbe024637327931e70262658854cfdebefec92,0.0,0.0
5,3,1,0,1,0,289.4220386856664,33.44996154886031,0.0,0x02fc557009ff92edbac5bc4c94a989b24008a21f,755642.75,0.0
40,11,11,6,12,0,1454.3254353000345,662.5951487906939,657.6102843588214,0x02fc75ad4ae6105dc1feec29f49e56347a859c65,106036.46153846153,0.9924767568235742
1,1,0,0,0,0,1.041648705637709,0.0,0.0,0x02fd763b2c3ccb4ed333ed780cfba62b9b65f675,0.0,0.0
1,1,0,0,0,0,1.1061690139995183e-12,0.0,0.0,0x02fdb206bba3e5a61d8c5730c79a21f3caa78276,0.0,0.0
1,1,0,0,0,0,0.2014942655980157,0.0,0.0,0x02fe4d3a1b36a009941d1a136821ca368255bf76,0.0,0.0
2,1,1,0,0,0,0.042622143070901314,0.0056528041208091925,0.0,0x02ffad0f8125e76bf4467d78139f1eb0b60f2b8c,0.0,0.0
250,56,40,28,126,0,2204.9289561736023,28365.62492134599,28137.233809915924,0x02ffb9b4bbc29f9a59b20c541d369c5add62a5a3,27689.979919678713,0.9919483137754461
14,3,5,4,2,0,4915.529751187256,47786.332973556884,43704.404836606634,0x0300f68f3c30e4655650d99c845a95e39875b75f,89986.92307692308,0.9145795903776707
1,0,0,0,1,0,0.0,0.0,0.0,0x030138d2f5f2757daae2fbb8dfd18870ea908881,0.0,0.0
7,4,0,0,3,0,88.4731336794562,0.0,0.0,0x030163c3ecc06f0a41c11ee74e3ea2a6086ad3e4,41880.833333333336,0.0
1,0,0,0,1,0,0.0,0.0,0.0,0x0302147a27780e6b3ce7ec44db979b653d02c921,0.0,0.0
5,0,0,0,5,0,0.0,0.0,0.0,0x0302174ee723a5a094f78877caf6cc1ae1c90533,7.5,0.0
1,1,0,0,0,0,1.5698934557978328e-12,0.0,0.0,0x030252c314d52af695fdb0176942dec4566b6bb7,0.0,0.0
2,1,1,0,0,0,0.024849894455704218,0.004329249905174951,0.0,0x0302e30a5a3a471f99fde37bfa52d3be463461d9,0.0,0.0
6,2,1,1,2,0,6.25067618151341e-09,2.7780783385471425e-09,2.7674753590477464e-09,0x0302f495deee51627014e73e3b5f937fbdfb2680,136.4,0.9961833403499553
49,34,5,4,6,0,1533.7174930196754,5.202182914369175e-08,5.1994445881512345e-08,0x030347c0ef50f625e3172ddeabb921067e85730c,126246.47916666667,0.999473619774042
2,1,1,0,0,0,153.23200146575215,3.005592028750215e-11,0.0,0x03038ac3f9bc2f1ba227a7e3b42fbd1f376efcf9,230.0,0.0
1,1,0,0,0,0,1.0890418068787482,0.0,0.0,0x0303df66b608496531b49940f19db4c024791454,0.0,0.0
5,2,2,0,0,1,0.21648285499983022,0.04614612058934433,0.0,0x03051aba8bbf9fc5d38ac4554bfae1e84b9dd8ca,598544.75,0.0
1,1,0,0,0,0,17.693344711074857,0.0,0.0,0x0305a736ce98f8768c5e927dfa15d0b04517a621,0.0,0.0
1,1,0,0,0,0,1.186257535000039,0.0,0.0,0x0305cc8c9cc1a0b1ff881cee4621873fe6f9f8e0,0.0,0.0
26,10,1,5,10,0,16392.082849113547,9951.342095926948,17613.210857243612,0x0305cf6d8af11679eee6aa68c528ed25f837aa4f,120312.36,1.7699332097579725
2,1,0,0,1,0,9.247105290383025e-09,0.0,0.0,0x0306588e0deb5dfd0afc70ad227aaa8551deaf25,68.0,0.0
40,13,9,9,9,0,1942.1047147240631,682.9184017404131,682.9198495853564,0x030745377d953913b2af2a64d961287ff800f7e0,14176.76923076923,1.0000021200848295
17,2,4,6,5,0,13.08359529658269,1.5308752952308495e-10,2.79594942586419e-10,0x030888e8fe9f0cbe3ff04c0fda1c0954c6b68822,35015.0,1.826373078574354
2,2,0,0,0,0,2.0638369407002446,0.0,0.0,0x0308e74c4971077380b748fd6bc0164a775386e3,42226.0,0.0
1,1,0,0,0,0,1.2303690797609953e-12,0.0,0.0,0x03090a4006197538241dca9b635c9ad149d9097f,0.0,0.0
329,113,62,57,97,0,15140.394940267615,2279.3415786528208,2279.3467405758997,0x0309146e7b8baefa23f193632ef74602768af954,14022.786585365853,1.0000022646553406
1,1,0,0,0,0,1.4385497667861986,0.0,0.0,0x030a031d24ff4fdf49d42328a9f75aaced335570,0.0,0.0
1,1,0,0,0,0,0.02001748969918211,0.0,0.0,0x030a5e099482bab2259b3aa2afe176251a6280ef,0.0,0.0
14,3,9,2,0,0,4028.757794745263,3059.177871267102,96.37464947016964,0x030adc0b63a946d3c161f49c8f4d25a526b903b7,200957.76923076922,0.031503447503120036
1,1,0,0,0,0,4.987126781314166e-16,0.0,0.0,0x030b67dac665e0dae36951c5a69a639c7a8492e0,0.0,0.0
1,1,0,0,0,0,1.1036742073986284e-12,0.0,0.0,0x030cb7762dacad0e55e38eb6685d7923c68d7113,0.0,0.0
1,1,0,0,0,0,9.928470905942559e-17,0.0,0.0,0x030ccddbf7666d9f7f3bf97a920986a8a309957e,0.0,0.0
1,1,0,0,0,0,1.1052887337659796e-12,0.0,0.0,0x030d0a4232b1ff4668858ae2c3d1ccffe08dc215,0.0,0.0
1,1,0,0,0,0,0.22528557797579346,0.0,0.0,0x030d4aa68030591cfd14814f6505ba6f57802c96,0.0,0.0
43,4,15,11,13,0,804857.1788281008,2.2115815916240557e-06,2.2150171549534602e-06,0x030d9f55c7f7589034b829a87bf3bd84d6682a18,115094.85714285714,1.0015534418184777
1,1,0,0,0,0,0.2019280815665605,0.0,0.0,0x030de328e6a4855412279780172507240c4c7175,0.0,0.0
112,53,21,16,20,2,43648.417884429706,236.40571760909492,1.9133185461964265e-08,0x030de3de170036c537b1f7bf6f983220464abe1c,62102.67567567567,8.093368322673841e-11
9,8,0,0,1,0,753.7695202400632,0.0,0.0,0x030ded6654f0ff272eb93151ee98bdce379f266b,537496.25,0.0
1,1,0,0,0,0,0.15530503909000032,0.0,0.0,0x030e371d56829ea5777c07d970484d03920091f9,0.0,0.0
6,4,2,0,0,0,0.6637817089820757,0.4498917895318277,0.0,0x030e691d39e2dda9ffb32de5f49fdbf9f590ef00,420268.2,0.0
29,21,0,0,8,0,13315.899005154912,0.0,0.0,0x030f8726b8dfc17b9d505a21e8f7a87815e33848,214554.9642857143,0.0
72,72,0,0,0,0,0.00026058321963238633,0.0,0.0,0x03105f295874820c5939e2f27602c9478b94969d,27009.88732394366,0.0
3,2,0,0,1,0,20.048490860560847,0.0,0.0,0x03116a2824b26d29e4f8f41555e674b679583402,382022.0,0.0
1,1,0,0,0,0,1.0884625522312024e-12,0.0,0.0,0x0311ee008aaec2f8fede60d56207512b7f0d0802,0.0,0.0
53,32,20,0,1,0,447062.37757556676,3.197921091166739e-07,0.0,0x031291aa04a24e90fa704ae1a51598944c55de4a,35878.403846153844,0.0
2,1,1,0,0,0,0.011191814376473716,0.005608395087473333,0.0,0x0312fa145990146d456380d66ea495a7d014fc86,58.0,0.0
3,2,0,0,1,0,232.77873957382073,0.0,0.0,0x03146c86fd6737a8ca454dd8dbccd43284e133d2,95606.5,0.0
2,2,0,0,0,0,2.8547668067017767e-12,0.0,0.0,0x0314732f2aeb62651ce2f1712e51300aa6e1676e,631995.0,0.0
1,1,0,0,0,0,1.8049104359773631,0.0,0.0,0x03148673c88d563193fea07d9fb373234e67386a,0.0,0.0
11,5,2,1,3,0,1494.3650230217443,227.0807823062813,247.2775644941213,0x03148e5d55d5a2382c644e78910d13cdb7218235,666175.9,1.0889409574104736
162,134,4,3,21,0,8489.821557451667,491.4604649949048,548.2206527858684,0x0314d69c14328bed45a45f96a75400f733164e13,7861.583850931677,1.1154928866792004
20,9,1,1,9,0,2150.639631374675,1.829402379076085e-11,1.8319971999002654e-11,0x03158305104b385e1a566fa7153dfb13da15f410,140898.73684210525,1.001418398081176
1,1,0,0,0,0,0.1418761416044331,0.0,0.0,0x0316187ad162d7c5be2f7112662e353c85b6384b,0.0,0.0
4,1,1,1,1,0,22558.935847264704,6.976155641382554e-09,6.976155641382554e-09,0x03161e579198971cff2dd1769da7758e34b6976c,8.666666666666666,1.0
5,3,2,0,0,0,12470.368617587308,5.507437817200003e-09,0.0,0x03169fa2a2113de2c90b4823cf8eb7541061d6f0,369302.25,0.0
4,1,1,1,1,0,1766.1795538338167,4.999198969642765e-10,4.999198969642765e-10,0x0317ecb39406e23837b8b1aad06bc43f10c1be08,22.666666666666668,1.0
1,1,0,0,0,0,3186.411762728266,0.0,0.0,0x03180215daa2759cbc86f2e487b25cca2883566d,0.0,0.0
430,198,79,82,71,0,16064.975904753328,3949.6298945041744,2630.898306563247,0x03188444e0ec5e63d99350baedd479ebcab82f63,19705.43822843823,0.6661126173427251
103,24,34,16,29,0,42749.441555717574,42685.26751786252,24552.96867994716,0x0318b7bf3433dc91fdd0c749b88855f076efd5d5,64411.470588235294,0.5752094365971226
73,25,20,20,8,0,3773.560100088268,468.6890178718552,200.0660301481843,0x0318ccfbfae5e2c06b2f533a35acecea13b9909f,32150.98611111111,0.4268630638213174
2,1,1,0,0,0,0.015854237614713926,2.2509558575093107e-15,0.0,0x0318dcf3b0bba28d13e67d6ce8f32eadad011512,524.0,0.0
1,1,0,0,0,0,1.3062858595941754e-12,0.0,0.0,0x0319f328205f66b18ef279c18efa3e3839c005f1,0.0,0.0
4,1,1,1,1,0,1.0160987488733287e-12,2.0321974977466573e-13,1.989134525963867e-13,0x031bc036ec5106ea4f2ca5921d5370a21171a123,205824.66666666666,0.978809652196433
1,1,0,0,0,0,0.17422786226592918,0.0,0.0,0x031c0b7a301322382ec7ab6af873dd9732e3d6e1,0.0,0.0
1,1,0,0,0,0,1.0043121858812951,0.0,0.0,0x031c0e3d66bdb6cad82b7f9efe20d00b55d785b3,0.0,0.0
93,26,3,59,5,0,276595.1594419949,4.1270891202773193e-07,4.161645468924056e-07,0x031c7807637ecec27d158bd4156c954e682a2f54,27288.42391304348,1.0083730560789088
1,1,0,0,0,0,972.3112178560048,0.0,0.0,0x031c84828a86616270ce4b5b2b8b1d73cbe55b01,0.0,0.0
5,3,0,0,2,0,133.66631719120724,0.0,0.0,0x031cdab9bbf52b9000f023c3197fdaef8f6a4989,838333.75,0.0
44,27,6,5,6,0,1686.638187967417,8.347680404729188e-10,4.0597464984912037e-10,0x031d132adc8141130bd55be6583edded884497f4,101235.6511627907,0.4863322865345021
7,4,2,0,1,0,2.238362875295868,1.7952283040827237,0.0,0x031d2da6a39dfe83c314df7c2e7a74bfad01773b,408273.6666666667,0.0
1,1,0,0,0,0,768.3037009064163,0.0,0.0,0x031d7542ff2c60947b0959a87df1e9b3337d3667,0.0,0.0
2,2,0,0,0,0,2.3615842216294956e-12,0.0,0.0,0x031f2e22d9a20142ba0c809577e0003c9a3b1ec2,58.0,0.0
14,8,2,1,1,2,3201.4587445701222,1.0019801433956071e-09,2.0480324480707673e-10,0x031f584479760bf6a0e6e3246cceadb6e4d66bc0,694346.3846153846,0.20439850645444899
54,29,9,3,13,0,3028.0814022743234,1.4018381424509285e-09,9.001921148358161e-10,0x03205689ad8d8e3838e244f925cf888275ac01c6,133907.79245283018,0.6421512495457923
5,1,0,0,4,0,1.5741571493753005e-12,0.0,0.0,0x032075ac7644068531c4b13595f092eb99920416,1210332.75,0.0
1,1,0,0,0,0,16178.52349754279,0.0,0.0,0x0320f12e5c7cb57029a9d4e1655e17f29866e478,0.0,0.0
1,1,0,0,0,0,1.0213239063049273,0.0,0.0,0x032140da0856e068fc916fd5a369a33561419dd9,0.0,0.0
6,2,1,1,2,0,7.208641062825026e-09,1.0066629485256185e-10,1.0076113653929972e-10,0x0323965dc531ecc76511a24dafca4a502533917b,882267.8,1.0009421394407807
2,2,0,0,0,0,1.078022560225281,0.0,0.0,0x032401f44bba316be8161251c16c45e07ee0d203,1793032.0,0.0
1,1,0,0,0,0,39744.36741304824,0.0,0.0,0x03240c50823411981a719e3f59b12476d653e67f,0.0,0.0
2,2,0,0,0,0,3.265721098859337,0.0,0.0,0x032419aad03e8a7520b0650620e14310cefa5dfa,99366.0,0.0
2,2,0,0,0,0,1.4531583838880124,0.0,0.0,0x03244eaa7a5eeb5322527ce489aca1a5426b3755,681436.0,0.0
29,14,6,3,6,0,265.366784968399,100.30147341618475,105.90280490092945,0x03247269bad6aa35ef79ff7f674d714c64d26611,276641.85714285716,1.055844957147368
2,1,0,0,1,0,1.0039552893094368e-12,0.0,0.0,0x0324c205a0a2b21d7591cef3e198e103990b1457,34.0,0.0
3,2,1,0,0,0,11253.697783814026,2931.6938206248033,0.0,0x03251ae9065a02d50230e02b137265157e101c20,6332.5,0.0
1,1,0,0,0,0,0.09520318342296127,0.0,0.0,0x03253b687deaa44f5a9df0005a7163db65413e01,0.0,0.0
17,5,3,2,7,0,3804.776700120635,1.5637861155812799e-09,5.052915781500059e-10,0x03270912905f63b1b2b99b9a520a86810aa07f89,150745.8125,0.32312064489854
2,1,1,0,0,0,0.00011506014386674775,1.1506014386674775e-05,0.0,0x0327344015c02e55ce6f13f90cc132da5d98cd52,88.0,0.0
146,72,34,10,30,0,154965.7626714027,43465.760950797616,2.5921268718301363e-08,0x0327d880665d0a65bc578a82e9d83f21b993756c,42707.8,5.963606330887368e-13
2,2,0,0,0,0,0.0009936171033570113,0.0,0.0,0x032829e7678891e08aab091f6127f07639bcb26d,596492.0,0.0
1,1,0,0,0,0,9.715015273848262e-05,0.0,0.0,0x0328938eda94f1ad9f62e71a56c4387835ceb62d,0.0,0.0
17,7,3,3,4,0,351.5917408143799,3.028284957552614e-10,2.9496754066533907e-10,0x03289bb5b77a418cfbadec78a7c206b1eb6444c5,316217.0625,0.974041560817066
1,1,0,0,0,0,0.17333844757146674,0.0,0.0,0x032936b50b7c50a2008bfbfc70567a5dfa00a7e6,0.0,0.0
2,2,0,0,0,0,2.190112254011165e-12,0.0,0.0,0x032945f825c2c9ffb445a2de02513b811554df46,481591.0,0.0
1,1,0,0,0,0,0.0009940248173762043,0.0,0.0,0x0329ca0125055eb93a8fbe5913e299ea99cb49f9,0.0,0.0
2,1,0,0,1,0,4996.787838405011,0.0,0.0,0x032a2386566db1e1558904e3ff9f8f90acdd98ed,32.0,0.0
2,1,0,0,1,0,1.090756163690903e-08,0.0,0.0,0x032b2f80d52e2873094d820b7befc15c294c6e65,12.0,0.0
7,3,3,1,0,0,0.14372043482775862,0.0010030048335169658,5.758482350000006e-12,0x032bb3d64f289e35ec8642c9bf2bdad7d73529d0,48.0,5.741230906942186e-09
1,1,0,0,0,0,1209.6232855475066,0.0,0.0,0x032c00db90f28a81163b313cf1bc92247f2ed67e,0.0,0.0
2,1,1,0,0,0,0.015854237614713926,2.2509558575093107e-15,0.0,0x032c4db5f7434fb9e0ea85ccbbff1fa2d7c9d8aa,556.0,0.0
37,10,4,2,21,0,3574.6084838084435,1.2030805716879987e-09,1.1996423239468348e-09,0x032c56e52d2cd8be4256cba3c631931d1e3b07cb,234800.86111111112,0.9971421301099228
2,2,0,0,0,0,2.028496770363613e-12,0.0,0.0,0x032ddfdf432eb4c97faf50a3d7fe1898e4e123a6,448485.0,0.0
3,1,1,1,0,0,0.5595907188236858,0.2797953607533434,0.2797953607533434,0x032f074dddcb996b0da95402800653a1c1c5bf37,96.0,1.0
108,35,28,24,21,0,209716.03294673128,163223.0203448675,132755.28421680065,0x032f904c1f675add398dcb3733acf36b84b79c95,23534.33644859813,0.8133367703667488
1,1,0,0,0,0,1.0490772992469458e-12,0.0,0.0,0x0330056b009539f120717f6ff4d823c3ce2cbf63,0.0,0.0
4,2,0,0,2,0,2.4834797561391453e-07,0.0,0.0,0x033026f0aa842c3323d02e5974c51d38c8056178,2271932.3333333335,0.0
1,1,0,0,0,0,1.105769035788953e-12,0.0,0.0,0x0330d6432c963f761eaa5a7567ea161027cc36d3,0.0,0.0
203,87,59,24,33,0,8023285.219728191,1668344.1188863816,599282.9870931829,0x03310baf844bfe66aadd339c73f9229f35aa4c6d,30739.78217821782,0.35920825944062656
19,5,3,5,6,0,355.3744197341399,211.61437411318062,210.3307070058881,0x033185ecc07fe116859d5fc721802d724b85c4e7,49002.38888888889,0.9939339323584608
1,1,0,0,0,0,0.17834536836787496,0.0,0.0,0x03318cdf6bcc6ab97814029ed0324d101ed0c921,0.0,0.0
4,2,0,0,2,0,113.45404412543662,0.0,0.0,0x0331c1ce75f315a49849be77b6a37b1959ebb1eb,1322223.0,0.0
2,1,1,0,0,0,0.07504701240000013,0.015009402480000026,0.0,0x0332be92c16b30591296507a665a164c4966b425,20.0,0.0
2,1,1,0,0,0,0.015854237614713926,2.2509558575093107e-15,0.0,0x0332d875f3fc0475474548dcf29f23591cb14d29,546.0,0.0
9,2,2,3,2,0,8.992761303693454e-08,30483.92071073411,30512.799494599625,0x0333a10f65956afcbd633c517c2a6dd3ced00a40,10414.5,1.0009473448031685
3,2,1,0,0,0,1.54104746214773,1.001007333514699e-12,0.0,0x0333fbf46d16ea6d26c6a09503cc3c0c1e7c95c8,1036869.5,0.0
1,1,0,0,0,0,1.1338229544991214e-12,0.0,0.0,0x033466da370e828b957754b75a1370506d0de739,0.0,0.0
1,0,0,0,1,0,0.0,0.0,0.0,0x0334e081f088642f7628030bc6b28289495c5400,0.0,0.0
33,16,10,1,6,0,10323.932736610335,9.96288657851477e-09,6.556480704296937e-10,0x0334eca378b5c3ca56c8cbef990eec2e3a30a7cf,186416.78125,0.06580904693260448
1,1,0,0,0,0,2.0063783716916633e-12,0.0,0.0,0x03352f97e46d751d978c0293f0e51d53b6959599,0.0,0.0
1,1,0,0,0,0,3794.5278727699515,0.0,0.0,0x03356060622b057978f616a26ebb2967a73625ec,0.0,0.0
13,1,1,2,9,0,9.935955829946334e-10,4.982127156096481e-10,5.009042117645841e-10,0x0335a3481a074ead996574587714af349a114013,557715.1666666666,1.0054023032142856
1,1,0,0,0,0,53.130150229718005,0.0,0.0,0x0335c709c9d9f938b2554b91974ef0812e16e890,0.0,0.0
44,20,13,7,4,0,622.8751512928766,129.06227928706818,69.41952327703007,0x0335f428955506d0c06d18b8fa5a8aabf7462e59,193571.83720930232,0.5378761607225527
2,1,1,0,0,0,0.2273047587668794,0.05682618969171985,0.0,0x03365fa521cc5ece8b1f7ed1fb00bd4637b01781,92.0,0.0
2,1,1,0,0,0,9.995629064900772e-13,1.9991258129801543e-13,0.0,0x03369f6db2e2e77a2ef92b6295d6989cd68b8491,102.0,0.0
5,5,0,0,0,0,254.0302467266063,0.0,0.0,0x0336bf727c155c2c4789d809d30c8c11f4d3ab49,556995.5,0.0
56,23,8,7,18,0,3665.314464578458,990.043050092601,993.9034611463234,0x0337cbd1a09ae0c4e7f802c0ce2cffe880ef49ba,11161.10909090909,1.0038992355467384
74,29,19,15,11,0,19580.84467404934,7719.981483215171,7475.615304686437,0x0337dcbc6f5f2c2ca665fdd487f7d8f23c305b08,58412.32876712329,0.9683462740085536
8,3,1,1,3,0,6.075882801585978e-10,4.979797511120574e-10,5.0003208277214e-10,0x0338413ee756d4e561f073b1767e6bf5e18393e9,20806.14285714286,1.0041213154862212
6,2,1,2,1,0,3.848336081212791e-05,1.3992859113998345e-07,1.413971490997372e-07,0x03387d5015f88aea995e790f18ef7ff9dfa0943c,162955.8,1.0104950528536703
36,30,2,1,3,0,2848.6457850845204,153.9779548814194,2.0056223977633916e-10,0x0338e55ea1a26c84ffd70d7c79d8094ac36b6148,144649.08571428573,1.3025386649069016e-12
2,2,0,0,0,0,1.1259993916372703e-10,0.0,0.0,0x0339928b90de16e4fb37de38acbbbe9449ff756a,610855.0,0.0
27,13,5,3,6,0,2140.2722554255006,1274.4968443029793,1207.5846535670703,0x033a0f17fb49d292785f02b959227cf5cf50f21a,22035.653846153848,0.947499131884863
62,17,12,13,20,0,5.3736863487574125e-09,2.4581953931597497e-09,2.569399168131797e-09,0x033a10f0fa3a846f441f7d7469a2352f910443ad,2995.8032786885246,1.0452379722464236
1,1,0,0,0,0,9.918972386314986e-06,0.0,0.0,0x033c88d3eb2ca45023942ae4488882d391a801fd,0.0,0.0
3,0,0,0,3,0,0.0,0.0,0.0,0x033c9f336f9b7f25cda00b97fe299d1b9a129908,2592411.0,0.0
3,2,1,0,0,0,0.01785144936439407,9.974141208000006e-16,0.0,0x033cd435e2bdf5227787d54d46c9231cf529acd6,28.0,0.0
72,72,0,0,0,0,0.00026054049179029986,0.0,0.0,0x033d66fac8634e3c34be50cf24f5016f31447077,27010.281690140844,0.0
1,1,0,0,0,0,2.014642018218472,0.0,0.0,0x033d74a910eaae2518f6b6d9c78af634a4833779,0.0,0.0
2,2,0,0,0,0,1.2555739861960777,0.0,0.0,0x033dab06e494cedc8bf20717976a4af9d740c4d9,1266008.0,0.0
1,1,0,0,0,0,0.2149709881190615,0.0,0.0,0x033dafd977e7c4fa8ccfd4775492e3ee5cbbd1c0,0.0,0.0
47,33,8,2,4,0,164526.55208902844,49679.065272276675,2.00613547499932e-07,0x033dc008e1ab5d7004e8fabfd834f841a89c7e10,237023.60869565216,4.038190863705402e-12
2,2,0,0,0,0,1.1427172164878825,0.0,0.0,0x033dc48af6f744a1b5f039d2a3dc38ae5424db96,964349.0,0.0
4,1,1,2,0,0,7.73392880154049,1.9982306923442157e-12,2.0022020467073095e-12,0x033df985bd88c096ceb0bae2545d35f18eecdfb4,992.0,1.001987435373858
5,2,3,0,0,0,28645.169066320388,1.2651619881678796e-08,0.0,0x033e036bda697d7a7615dcd04cf7f1883904fc6c,353684.0,0.0
2,2,0,0,0,0,1.0672185008905557,0.0,0.0,0x033e1be8c2d5de9ff4e5a04618d6cd2db4e6f9ed,1719503.0,0.0
1,1,0,0,0,0,1.0029676977722277,0.0,0.0,0x033e8cf361b0658925f4c3c2d9be754b86e327ef,0.0,0.0
21,8,4,3,6,0,2214.705524678725,1.089770337028044e-09,1.0832760017985034e-09,0x033ea4c2e32eab510cb29d8c492dd4c1171cea50,332435.95,0.9940406386475416
3,3,0,0,0,0,3.2131637485728395,0.0,0.0,0x033f0b0c71753239adaea7f7394812b79f7176a0,122592.5,0.0
4,3,0,0,1,0,2.541568406768812e-10,0.0,0.0,0x033f35a020fbdaa7108bd8e509fd50a88a9915de,984967.0,0.0
1,0,0,0,1,0,0.0,0.0,0.0,0x033ff82972978ddd56307e37805c516536e1dfae,0.0,0.0
136,49,30,28,29,0,282698.24661771813,13995.832752813232,14069.555887004728,0x033ffcf5d843a16da224f62b5cb1c4980310f796,36559.26666666667,1.0052675060851006
104,34,34,34,2,0,6845.107065056047,414.68547606172825,9.457637751722172e-09,0x03402343d6192caec409b0570cf59905969adc2a,62828.66019417476,2.2806773561354124e-11
2,2,0,0,0,0,2.219587255715728,0.0,0.0,0x0340389d85c806f7f5f66d6cd2fd1f91d6f7dd10,691312.0,0.0
2,1,0,0,1,0,1548.3637199839357,0.0,0.0,0x03407689dca8b86e8dd3c867899f1fb168c21bb7,24.0,0.0
2,2,0,0,0,0,1.1300513894840518,0.0,0.0,0x03408ddff230918d5235152f2caac102e3d48202,600238.0,0.0
128,37,26,25,40,0,23293.919155447205,653.7438091740416,652.3680309819383,0x0340af84322e83ae445c375c10a6ac90989b85f6,20873.826771653545,0.9978955392421359
31,15,8,5,3,0,45982.729606746616,31878.44318949381,40152.10631003994,0x0340c0b1ef5d48083ac0afb00322b38b21f0d8db,148168.86666666667,1.2595378661174046
20,10,2,3,5,0,33.09148586253769,1.8115281447363674e-08,1.8082684742248357e-08,0x03413203ef38895fb2661a62046949893ae9fd6b,37223.0,0.9982005962639867
26,13,5,3,5,0,516.7783519730402,3.4894084286600205e-10,2.494841064174685e-10,0x0341ab2d783648be716fa78a48eedf13f151335e,257492.76,0.7149753647877608
2,2,0,0,0,0,1.0494483803071255,0.0,0.0,0x034272d147bcf7a5d27937e80fed03aa3b60a6d1,593618.0,0.0
12,6,6,0,0,0,916.2714329787138,452.94871503545005,0.0,0x0344e6dc73a4128d7a889509a13c3dd25b4b688a,242.8181818181818,0.0
1,1,0,0,0,0,1.1093597209167714e-12,0.0,0.0,0x0345e39554c2fe41f68b3516d1c94dae0ff0c458,0.0,0.0
6,0,0,0,6,0,0.0,0.0,0.0,0x0345fa5dc69c9ca90a441215e2fa8a0b36469286,1353469.2,0.0
1,1,0,0,0,0,1.0889682408970948e-12,0.0,0.0,0x03470c993d22b5405ed10a1e51afe1505be32ccd,0.0,0.0
1,1,0,0,0,0,9.893578693912396e-05,0.0,0.0,0x03471b120914390f8a4fc104e601c32d89989399,0.0,0.0
5,2,1,0,0,2,5312.095069296924,3.5108120620348278e-09,0.0,0x03478c0564936f7a51138d28d1cdce99855c2b7f,162854.5,0.0
4,1,1,1,1,0,102.80445788475022,3.5084417775492875e-11,3.5084417775492875e-11,0x03482e6aaf23d9367aea1e306ffba42bc7fbe9fd,84.0,1.0
30,15,12,1,0,2,16591.845825159104,4769.20670138191,2.943204141240352e-10,0x03485453f0b0511dd6bd4173ad05093b1e0313de,248142.72413793104,6.171265632893493e-14
4,0,0,0,4,0,0.0,0.0,0.0,0x0348f1e1789f813762881fe3933635bc79c1c373,733287.3333333334,0.0
44,27,13,1,3,0,6644.975079352583,1527.0528788203737,1.3924830103189762e-12,0x034961ef5fd3f25dbb91440ad3ce0a119e875847,215072.53488372092,9.1187609128156e-16
1,1,0,0,0,0,15.826348971695756,0.0,0.0,0x034a30809a0ecc75ae8bd5bebdea60ca509713ae,0.0,0.0
16,8,3,2,3,0,52159.24762333472,10173.202923272283,7.0292819212059415e-09,0x034a4081df0c5a039d05113a7d0b334083a7b084,59514.26666666667,6.909605533499889e-13
1,1,0,0,0,0,0.12653551484466075,0.0,0.0,0x034aef79606d0888348cdc0d6c30cb2f989f106a,0.0,0.0
53,12,22,16,2,1,18646.465661941453,17353.068839082785,13575.253146173183,0x034aff341d97429136304f3021e8f27975de3da0,172793.75,0.7822969684531441
17,7,5,2,3,0,1357.2590041542937,2.0344339801136487e-09,1.0197926105502851e-09,0x034b054426cd05f70ea0d98d35083ac73322b939,343958.5,0.5012660133081914
156,23,52,52,29,0,1128356.4803031886,450829.6776814566,173419.13404301743,0x034b2fd624f4895fc932ed31ed63d8be06b82c08,48468.116129032256,0.38466663271788964
1,1,0,0,0,0,1.047698923343354e-12,0.0,0.0,0x034b5155a9a8a8513bc27a77e1036bc18f4cf5b6,0.0,0.0
2,1,0,0,1,0,9.737927856676297e-09,0.0,0.0,0x034b5cff596058dc37d983a8491278148ce13d88,12.0,0.0
2,2,0,0,0,0,132.6259198331386,0.0,0.0,0x034b63d519579980d9b527c9908f90495c858d7d,9804.0,0.0
1,1,0,0,0,0,0.20592105986042866,0.0,0.0,0x034bab37dee3cb342aa38ea6ce819bb93ca99ee8,0.0,0.0
24,6,3,4,11,0,125205.60386271523,7.841931887829087e-08,7.839179926439094e-08,0x034c69160676cd0f0ee35719a93343ea066e31a4,364318.95652173914,0.999649070990496
2,2,0,0,0,0,2.2961814875215225,0.0,0.0,0x034d8677141fc9cfd7c16a401abf44aa94f9d293,239786.0,0.0
1,1,0,0,0,0,1.0466378254976956e-12,0.0,0.0,0x034dbf59af51b3f322eb2bc30a25bc6d40f6e450,0.0,0.0
2,1,0,1,0,0,2.2383628752947433,0.0,0.8235558790343459,0x034f4243c5e44976913d3e607089d75bc976dde2,712055.0,0.0
21,5,4,5,7,0,390.8007209287211,26.75595059671887,26.251251017005117,0x034f5434e14148a554c38f72118239d3b4078888,275307.8,0.9811369221254413
